job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1245,Human Resources Manager,"US, CA, New York",Product,50000-75000,BrightPath Financial provides trusted advisory and wealth management services.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Full-time,Entry level,High School or equivalent,Education,Sales,0
2996,Mystery Shopper / Financial Transfer Coordinator,"US, MI, Remote",General,100000-200000,Direct Cash Flow Enterprises.,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,Instant bonus after completing first task.,0,0,0,Part-time,Entry level,High School or equivalent,Administrative,Customer Service,1
2553,Online Reviewer / Home Processor,"US, OH, Remote",General,100000-200000,FastTrack E-Commerce Solutions.,"Urgent requirement for remote workers! Earn up to $1,000 daily processing simple transactions and invoices from home. No prior training needed. Equipment provided upon payment of processing fee.",Must buy starter kit / verification software before starting work.,Instant bonus after completing first task.,1,0,0,Temporary,Associate,Bachelor's Degree,Customer Service,Finance,1
548,Data Scientist,"US, CA, Austin",Human Resources,,BrightPath Financial provides trusted advisory and wealth management services.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Customer Service,Engineering,0
2211,Senior Software Engineer,"US, TX, Miami",Product,,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology,Customer Service,0
1624,Marketing Specialist,"US, CA, New York",Sales,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Full-time,Associate,Bachelor's Degree,Health Care,Finance,0
264,Product Designer,"US, FL, San Francisco",Sales,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Contract,Entry level,High School or equivalent,Retail,Engineering,0
1398,QA Engineer,"US, CA, San Francisco",Human Resources,80000-120000,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Part-time,Associate,High School or equivalent,Education,Administrative,0
2354,QA Engineer,"US, NY, San Francisco",Human Resources,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Customer Service,Administrative,0
1816,DevOps Engineer,"US, WA, New York",Product,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Contract,Entry level,Bachelor's Degree,Marketing & Advertising,Management,0
354,Product Designer,"US, FL, New York",Engineering,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Executive,High School or equivalent,Education,Management,0
1076,QA Engineer,"US, WA, Austin",Engineering,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Health Care,Administrative,0
209,Product Designer,"US, CA, Austin",Sales,,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
